name,actions,inputRequired,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,requirements,trigger,toggle,hideChoices,charges,cost,frequency,cooldown,cooldownAfterEnd,maxDuration,durationDependsOnTarget,target,cannotTargetCaster,showonSkill,desc,specialdesc,critsuccess,success,failure,critfailure,targetNumbers/0/number,gainConditions/0/activationPrerequisite,gainConditions/0/addValue,gainConditions/0/choice,gainConditions/0/choiceBySubType,gainConditions/0/choiceLocked,gainConditions/0/duration,gainConditions/0/hideChoices,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/activationPrerequisite,gainConditions/1/choice,gainConditions/1/choiceLocked,gainConditions/1/choiceBySubType,gainConditions/1/copyChoiceFrom,gainConditions/1/duration,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/activationPrerequisite,gainConditions/2/choice,gainConditions/2/choiceLocked,gainConditions/2/duration,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,onceEffects/0/affected,onceEffects/0/value,castSpells/0/_className,castSpells/0/level,castSpells/0/name,castSpells/1/_className,castSpells/1/level,castSpells/1/name,showActivities/0,showSpells/0/level,showSpells/0/name,heightenedDescs/0/level,heightenedDescs/0/descs/0/value,heightenedDescs/0/descs/0/variable,heightenedDescs/0/descs/1/value,heightenedDescs/0/descs/1/variable,heightenedDescs/1/level,heightenedDescs/1/descs/0/value,heightenedDescs/1/descs/0/variable,heightenedDescs/1/descs/1/value,heightenedDescs/1/descs/1/variable,heightenedDescs/2/level,heightenedDescs/2/descs/0/value,heightenedDescs/2/descs/0/variable,heightenedDescs/2/descs/1/value,heightenedDescs/2/descs/1/variable,heightenedDescs/3/level,heightenedDescs/3/descs/0/value,heightenedDescs/3/descs/0/variable,heightenedDescs/3/descs/1/value,heightenedDescs/3/descs/1/variable,heightenedDescs/4/level,heightenedDescs/4/descs/0/value,heightenedDescs/4/descs/0/variable,heightenedDescs/4/descs/1/value,heightenedDescs/4/descs/1/variable,heightenedDescs/5/level,heightenedDescs/5/descs/0/value,heightenedDescs/5/descs/0/variable,heightenedDescs/5/descs/1/value,heightenedDescs/5/descs/1/variable,heightenedDescs/6/level,heightenedDescs/6/descs/0/value,heightenedDescs/6/descs/0/variable,heightenedDescs/6/descs/1/value,heightenedDescs/6/descs/1/variable,heightenedDescs/7/level,heightenedDescs/7/descs/0/value,heightenedDescs/7/descs/0/variable,heightenedDescs/7/descs/1/value,heightenedDescs/7/descs/1/variable,heightenedDescs/8/level,heightenedDescs/8/descs/0/value,heightenedDescs/8/descs/0/variable,heightenedDescs/8/descs/1/value,heightenedDescs/8/descs/1/variable,heightenedDescs/9/level,heightenedDescs/9/descs/0/value,heightenedDescs/9/descs/0/variable,heightenedDescs/9/descs/1/value,heightenedDescs/9/descs/1/variable,heightenedDescs/10/level,heightenedDescs/10/Descs/10/value,heightenedDescs/10/Descs/10/variable,heightenedDescs/10/Descs/1/value,heightenedDescs/10/Descs/1/variable,heightenedDescs/11/level,heightenedDescs/11/Descs/10/value,heightenedDescs/11/Descs/10/variable,heightenedDescs/11/Descs/1/value,heightenedDescs/11/Descs/1/variable,heightenedDescs/12/level,heightenedDescs/12/Descs/10/value,heightenedDescs/12/Descs/10/variable,heightenedDescs/12/Descs/1/value,heightenedDescs/12/Descs/1/variable,heightenedDescs/13/level,heightenedDescs/13/Descs/10/value,heightenedDescs/13/Descs/10/variable,heightenedDescs/13/Descs/1/value,heightenedDescs/13/Descs/1/variable,heightenedDescs/14/level,heightenedDescs/14/Descs/10/value,heightenedDescs/14/Descs/10/variable,heightenedDescs/14/Descs/1/value,heightenedDescs/14/Descs/1/variable
Stance Savant (Fighter),Free,,Fighter,,,,,,,,You roll initiative.,,,,,,,,,,self,,,"When there's imminent danger, you drop into a stance with a mere thought. Use an action that has the stance trait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two-Weapon Flurry,1A,,Fighter,Flourish,Press,,,,,"You are wielding two weapons, each in a different hand.",,,,,,,,,,,other,,,"You lash out with both your weapons in a sudden frenzy. Strike twice, once with each weapon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlwind Strike,3A,,Barbarian,Fighter,Flourish,Open,,,,,,,,,,,,,,,other,,,"You attack all nearby adversaries. Make a melee Strike against each enemy within your melee reach. Each attack counts toward your multiple attack penalty, but do not increase your penalty until you have made all your attacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graceful Poise,1A,,Fighter,Stance,,,,,,,,TRUE,,,,,,,,,self,,,"With the right positioning, your off-hand weapon can strike like a scorpion's stinger. While you are in this stance, if you make your second Strike from Double Slice with an agile weapon, Double Slice counts as one attack when calculating your multiple attack penalty.",,,,,,,,,,,,-1,,Graceful Poise,Graceful Poise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multishot Stance,1A,,Fighter,Stance,,,,,,You are wielding a ranged weapon with reload 0.,,TRUE,,,,,,,,,self,,,"You lock yourself in a stable position so you can fire swiftly and accurately. While you are in this stance, your penalty for Double Shot is reduced to -1, or -2 if you add the extra action to make three Strikes. If you move from your position, this stance ends.",,,,,,,,,,,,-1,,Multishot Stance,Multishot Stance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twinned Defense,1A,,Fighter,Stance,,,,,,"You are wielding two melee weapons, one in each hand.",,TRUE,,,,,,,,,self,,,"You're always ready to use your off-hand weapon to interfere with attacks against you. While you are in this stance, you constantly gain the benefits of the Twin Parry action.",,,,,,,,,,,,-1,,Twin Parry,Twinned Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impossible Volley (Fighter),3A,,Fighter,Flourish,Open,Ranger,,,,You are wielding a ranged weapon with the volley trait and reload 0.,,,,,,,,,,,self,,,"You fire a volley at all foes in an area. Make one Strike with a -2 penalty against each enemy within a 10-foot-radius burst centered at or beyond your weapon's volley range. Roll the damage only once for all targets.

Each attack counts toward your multiple attack penalty, but do not increase your penalty until you have made all your attacks.","When taken as a Fighter feat, this feat has the Flourish and Open traits.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master Strike,Free,,Incapacitation,Rogue,,,,,,,Your Strike hits a flat-footed creature and deals damage.,,,,,,,,,,other,,,The target attempts a Fortitude save at your class DC. It then becomes temporarily immune to your Master Strike for 1 day.,,The target is unaffected.,The target is enfeebled 2 until the end of your next turn.,The target is paralyzed for 4 rounds.,"The target is paralyzed for 4 rounds, knocked unconscious for 2 hours, or killed (your choice).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunted Shot,1A,,Flourish,Ranger,,,,,,You are wielding a ranged weapon with reload 0.,,,,,,once per round,10,,,,other,,,"You take two quick shots against the one you hunt. Make two Strikes against your prey with the required weapon. If both hit the same creature, combine their damage for the purpose of resistances and weaknesses. Apply your multiple attack penalty to each Strike normally.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Takedown,1A,,Flourish,Ranger,,,,,,"You are wielding two melee weapons, each in a different hand.",,,,,,once per round,10,,,,other,,,"You swiftly attack your hunted prey with both weapons. Make two Strikes against your hunted prey, one with each of the required weapons. If both hit the same hunted prey, combine their damage for the purpose of its resistances and weaknesses. Apply your multiple attack penalty to each Strike normally.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter's Aim,2A,,Concentrate,Ranger,,,,,,,,,,,,,,,,,other,,,"When you focus on aiming, your attack becomes particularly accurate. Make a ranged weapon Strike against your hunted prey. On this Strike, you gain a +2 circumstance bonus to the attack roll and ignore your prey's concealed condition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Draw,1A,,Ranger,Rogue,,,,,,,,,,,,,,,,,other,,,"You draw your weapon and attack with the same motion. You Interact to draw a weapon, then Strike with that weapon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relentless Stalker,Reaction,,Uncommon,Move,Ranger,,,,,,An adjacent creature you are hunting attempts to move away from you using an action that has the move trait.,,,,,,,,,,other,,,"Your hunted prey cannot escape your relentless pursuit. Stride up to your Speed in tandem with the triggering creature, remaining adjacent to the foe throughout its movement until it stops moving or you run out of movement. You can ignore difficult terrain during this movement unless the difficult terrain is caused by a magical effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disrupt Prey,Reaction,,Ranger,,,,,,,,"Your hunted prey is within your reach, and it uses a manipulate action, uses a move action, or leaves a square during a move action it's using.",,,,,,,,,,other,,,"Make a melee Strike against your prey. If the attack is a critical hit, you disrupt the triggering action.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Running Reload,1A,,Ranger,,,,,,,,,,,,,,,,,,other,,,"You can reload your weapon on the move. You Stride, Step, or Sneak, then Interact to reload.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scout's Warning,Free,,Ranger,Rogue,,,,,,,You are about to roll a Perception or Survival check for initiative.,,,,,,,,,,ally,TRUE,,"You visually or audibly warn your allies of danger, granting them each a +1 circumstance bonus to their initiative rolls. Depending on whether you use gestures or call out, this action gains either the visual or auditory trait, respectively.",,,,,,-1,,,,,,1,,Scout's Warning (Originator),Scout's Warning,caster,,,,,,,1,Scout's Warning,Scout's Warning,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skirmish Strike,1A,,Flourish,Ranger,Rogue,,,,,,,,,,,,,,,,other,,,"Your feet and weapon move in tandem. Either Step and then Strike, or Strike and then Step.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadly Aim,1A,,Open,Ranger,,,,,,,,,,,,,,,,,other,,,"You aim for your prey's weak spots, making your shot more challenging but dealing more damage if you hit. Make a ranged Strike against your hunted prey at a -2 penalty. You gain a +4 circumstance bonus to damage on that Strike. This bonus increases to +6 at 11th level and +8 at 15th level.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrain Master,1 hour,,Ranger,,,,,,,,,TRUE,,,,,,,,,self,,,"You adapt to your surroundings in any natural terrain. You can spend 1 hour practicing in your current terrain in order to make it your favored terrain, replacing your current favored terrain temporarily. If you spend a full day out of the new favored terrain, your favored terrain reverts back to your original choice when you took the Favored Terrain feat.",,,,,,,,,,,,-1,,Terrain Master,Terrain Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warden's Boon,1A,,Ranger,,,,,,,,,,,,,,,,,TRUE,ally,TRUE,,"By pointing out vulnerabilities, you grant the benefits listed in Hunt Prey and your hunter's edge benefit to an ally until the end of their next turn. Depending on whether you call out or use gestures, this action gains either the auditory or visual trait.",,,,,,,,,,,,10,,Warden's Boon (Originator),Warden's Boon,caster,,,,,,Warden's Boon (Originator),10,Warden's Boon,Warden's Boon,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penetrating Shot,2A,,Open,Ranger,,,,,,You are wielding a ranged weapon.,,,,,,,,,,,other,,,"You shoot clear through an intervening creature to hit your prey. Choose a target that is giving lesser cover to your hunted prey. Make a single ranged Strike with the required weapon against the chosen target and your hunted prey. This attack ignores any lesser cover the chosen target provides your hunted prey. Roll damage only once, and apply it to each creature you hit. A Penetrating Shot counts as two attacks for your multiple attack penalty.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second Sting,1A,,Press,Ranger,,,,,,"You are wielding two melee weapons, each in a different hand.",,,,,,,,,,,other,,,"You read your prey's movements and transform them into openings, so failures with one weapon set up glancing blows with the other. Make a melee Strike with one of the required weapons against your hunted prey. The Strike gains the following failure effect.",,,,"You deal the damage the other required weapon would have dealt on a hit, excluding all damage dice. (This removes dice from weapon runes, spells, and special abilities, not just weapon damage dice.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sense the Unseen,Reaction,,Ranger,Rogue,,,,,,,You fail a check to Seek.,,,,,,,,,,other,,,"When you look for foes, you can catch even the slightest cues, such as their minute movements or the shifting of air currents on your skin. Even though you failed at the triggering check, you automatically sense any undetected creatures in the area where you're Seeking, making them merely hidden to you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Targeting Shot,1A,,Concentrate,Press,Ranger,,,,,,,,,,,,,,,,other,,,"You carefully track your prey's position and defenses, allowing you to follow up around obstacles that block your shot. Make a ranged weapon Strike against your hunted prey. You ignore the target's concealed condition and all cover.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impossible Flurry,3A,,Flourish,Open,Ranger,,,,,"You are wielding two melee weapons, each in a different hand.",,,,,,,,,,,other,,,"You forgo precision to attack at an impossible speed. Make three melee Strikes with each of the required weapons. All of these Strikes take the maximum multiple attack penalty, as if you had already made two or more attacks this turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impossible Volley,3A,,Ranger,,,,,,,You are wielding a ranged weapon with the volley trait and reload 0.,,,,,,,,,,,other,,,"You fire a volley at all foes in an area. Make one Strike with a -2 penalty against each enemy within a 10-foot-radius burst centered at or beyond your weapon's volley range. Roll the damage only once for all targets.

Each attack counts toward your multiple attack penalty, but do not increase your penalty until you have made all your attacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunt Prey: Flurry,1A,,Concentrate,Ranger,,,,,,,,TRUE,,,,,,,,,self,,,"You've learned every possible edge to use against your foes. When you use Hunt Prey, you gain the flurry hunter's edge benefit instead of the one you selected at 1st level. Your multiple attack penalty for attacks against your hunted prey is -3 (-2 with an agile weapon) on your second attack of the turn instead of -5, and -6 (-4 with an agile weapon) on your third or subsequent attack of the turn, instead of -10. You don't gain the additional benefit from masterful hunter.

You designate a single creature as your prey and focus your attacks against that creature. You must be able to see or hear the prey, or you must be tracking the prey during exploration.

You gain a +2 circumstance bonus to Perception checks when you Seek your prey and a +2 circumstance bonus to Survival checks when you Track your prey. You also ignore the penalty for making ranged attacks within your second range increment against the prey you're hunting.

You can have only one creature designated as your prey at a time. If you use Hunt Prey against a creature when you already have a creature designated, the prior creature loses the designation and the new prey gains the designation. Your designation lasts until your next daily preparations.",,,,,,,,,,,,-1,,Hunt Prey: Flurry,Hunt Prey: Flurry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunt Prey: Outwit,1A,,Concentrate,Ranger,,,,,,,,TRUE,,,,,,,,,self,,,"You've learned every possible edge to use against your foes. When you use Hunt Prey, you gain the outwit hunter's edge benefit instead of the one you selected at 1st level. You gain a +2 circumstance bonus to Deception checks, Intimidation checks, Stealth checks, and any checks to Recall Knowledge about the prey, and a +1 circumstance bonus to AC against your prey's attacks. You don't gain the additional benefit from masterful hunter.

You designate a single creature as your prey and focus your attacks against that creature. You must be able to see or hear the prey, or you must be tracking the prey during exploration.

You gain a +2 circumstance bonus to Perception checks when you Seek your prey and a +2 circumstance bonus to Survival checks when you Track your prey. You also ignore the penalty for making ranged attacks within your second range increment against the prey you're hunting.

You can have only one creature designated as your prey at a time. If you use Hunt Prey against a creature when you already have a creature designated, the prior creature loses the designation and the new prey gains the designation. Your designation lasts until your next daily preparations.",,,,,,,,,,,,-1,,Hunt Prey: Outwit,Hunt Prey: Outwit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunt Prey: Precision,1A,,Concentrate,Ranger,,,,,,,,TRUE,,,,,,,,,self,,,"You've learned every possible edge to use against your foes. When you use Hunt Prey, you gain the precision hunter's edge benefit instead of the one you selected at 1st level. The first time you hit your hunted prey in a round, you also deal |dice=1d8 Precision| 1d8 additional precision damage. (Precision damage increases the damage you already deal, using the same type, but is ineffective against creatures that lack vital organs or weak points.) At 11th level, the extra damage increases to |dice=2d8 Precision| 2d8 precision damage, and at 19th level, the extra damage increases to |dice=3d8 Precision| 3d8 precision damage. You don't gain the additional benefit from masterful hunter.

You designate a single creature as your prey and focus your attacks against that creature. You must be able to see or hear the prey, or you must be tracking the prey during exploration.

You gain a +2 circumstance bonus to Perception checks when you Seek your prey and a +2 circumstance bonus to Survival checks when you Track your prey. You also ignore the penalty for making ranged attacks within your second range increment against the prey you're hunting.

You can have only one creature designated as your prey at a time. If you use Hunt Prey against a creature when you already have a creature designated, the prior creature loses the designation and the new prey gains the designation. Your designation lasts until your next daily preparations.",,,,,,,,,,,,-1,,Hunt Prey: Precision,Hunt Prey: Precision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Shot,3A,,Flourish,Ranger,,,,,,"You are wielding a loaded ranged weapon with reload 1 or more, and you have not reloaded your weapon since your last turn.",,,,,,,,,,,other,,,"After watching the motions of combat with incredible intensity and precision, you fire at your prey at the perfect moment to deliver maximum pain. Make a ranged Strike with the required weapon against your hunted prey. If you hit, the Strike deals maximum damage. After the Strike, your turn ends.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badger Rage,1A,,Concentrate,Emotion,Mental,,,,,The badger isn't fatigued or raging.,,TRUE,,,,,100,TRUE,100,,self,,,"The badger enters a state of pure rage that lasts for 1 minute, until there are no enemies it can perceive, or until it falls unconscious, whichever comes first. It can't voluntarily stop raging. While raging, the badger is affected in the following ways.

It deals 4 additional damage with its bite attacks and 2 additional damage with its claw attacks.
It takes a -1 penalty to AC.
It can't use actions that have the concentrate trait unless they also have the rage trait. The animal companion can Seek even while raging.

After it has stopped raging, it can't use Badger Rage again for 1 minute.",,,,,,,,,,,,-1,,Badger Rage,Badger Rage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flyby Attack,2A,,,,,,,,,,,,,,,,,,,,other,,,The bird Flies and makes a talon Strike at any point along the way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Stride,2A,,Move,,,,,,,,,,,,,,,,,,self,,,"The camel Strides twice with a +5-foot circumstance bonus to Speed, ignoring difficult terrain caused by rubble, sand, and uneven ground made of earth and stone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat Pounce,1A,,Flourish,,,,,,,,,,,,,,,,,,other,,,"The cat Strides and then Strikes. If it was undetected at the start of its Cat Pounce, it remains undetected until after the attack.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tongue Pull,1A,,Attack,,,,,,,,,,,,,,,,,,other,,Athletics,"The cave gecko snaps out its tongue, attempting to pull a foe within 10 feet toward it. The gecko attempts an Athletics check against the foe's Fortitude DC. On a success, the cave gecko pulls the foe next to it. This movement is forced movement. On a critical success, the foe is also grabbed until the beginning of your next turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pterosaur Swoop,1A,,,,,,,,,,,,,,,,,,,,other,,,The pterosaur Flies up to its Speed and makes one beak Strike at any point during that movement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darting Attack,1A,,Flourish,,,,,,,,,,,,,,,,,,other,,,"The raptor Steps up to 10 feet and then Strikes, or Strikes and then Steps up to 10 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallop,1A,,Move,,,,,,,,,,,,,,,,,,self,,,The horse Strides twice at a +10-foot circumstance bonus to Speed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnaw,1A,,Move,,,,,,,The animal companion's last action was a successful jaws Strike.,,,,,,,,,,,other,,,"The Strike's target takes |dice=1d6 Persistent Bleed| 1d6 persistent bleed damage and takes a -10-foot status penalty to its Speed until it removes the bleed damage. If the hyena is a specialized animal companion, the persistent bleed damage increases to |dice=2d6 Persistent Bleed| 2d6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurching Rush,2A,,,,,,,,,,,,,,,,,,,,other,,,"The monitor lizard Strides and then makes a jaws Strike. If it moved at least 20 feet away from its starting position, it gains a +2 circumstance bonus to this attack roll.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constrict,1A,,,,,,,,,The snake has a smaller creature grabbed.,,,,,,,,,,,other,,,"The snake deals 12 bludgeoning damage to the grabbed creature; the creature must attempt a basic Fortitude save. If the snake is a specialized animal companion, increase this damage to 20.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feast on the Fallen,Reaction,"Restore 18 Hit Points to the vulture, or 30 if the vulture is a specialized animal companion.",Healing,Manipulate,,,,,,,A creature adjacent to the vulture is reduced to 0 Hit Points,,,,,once per hour,144000,,,,other,,,"The vulture consumes a piece of the defeated foe, regaining 18 Hit Points. If the vulture is a specialized animal companion, increase the Hit Points regained to 30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knockdown (Wolf),1A,,,,,,,,,The animal companion's last action was a successful jaws Strike.,,,,,,,,,,,other,,,The wolf automatically knocks the target of its jaws Strike prone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
